geo_id,population,age_share_female_60plus,age_share_female_15_49,outcome_count,outcome_missing_flag,ambientalagua_kernel_intensity,ambientalagua_nearest_source_m,ambientalagua_count_within_1000m,ambientalagua_count_within_5000m,ambientalagua_count_within_10000m,ambientalladrilleras_kernel_intensity,ambientalladrilleras_nearest_source_m,ambientalladrilleras_count_within_1000m,ambientalladrilleras_count_within_5000m,ambientalladrilleras_count_within_10000m,ambientalminasmetales_kernel_intensity,ambientalminasmetales_nearest_source_m,ambientalminasmetales_count_within_1000m,ambientalminasmetales_count_within_5000m,ambientalminasmetales_count_within_10000m,ambientalretc_kernel_intensity,ambientalretc_nearest_source_m,ambientalretc_count_within_1000m,ambientalretc_count_within_5000m,ambientalretc_count_within_10000m,observed_rate_per_100k,control_age_share_female_60plus_z,control_age_share_female_15_49_z,model_inclusion_flag,outcome_count_for_model,predicted_count,predicted_rate_per_100k
24049,20122,0.11266275718119471,0.49796242918198985,10.0,0,0.0005945689467760767,20799.35927097101,0,0,0,0.0014396686755836436,44502.32386471419,0,0,0,2.938662195912156e-05,87900.62800934828,0,0,0,0.014351186301403935,79773.6702333988,0,0,0,49.69684921975947,-1.071474422880787,0.4008275549829533,1,10.0,12.722906476911236,63.22883648201593
24050,26749,0.09338666866051068,0.5260757411492019,16.0,0,0.0017271610668672078,7549.110366162979,0,0,2,0.006653174736241553,6601.407685510916,0,0,1,3.860948190416371e-05,38690.380969756,0,0,0,0.06698245620730914,5842.976737106617,0,0,30,59.815320198885935,-1.6277150739214046,1.4338599372834202,1,16.0,13.937332365354894,52.1041248845
24052,5169,0.19655639388663185,0.444766879473786,5.0,0,0.0008364146024861664,36838.102661432196,0,0,0,0.002939608736634928,44277.33754331203,0,0,0,2.503187558295822e-05,87806.34654245095,0,0,0,0.027240540669120798,30091.41259081387,0,0,0,96.73050880247631,1.3494031866572616,-1.5538594455006247,1,5.0,6.12220000681497,118.44070432994725
24053,16627,0.14927527515486858,0.4812654116797979,8.0,0,0.00034096597907294987,93167.61141765853,0,0,0,0.001055632770571151,65134.05462187174,0,0,0,1.0117989528322783e-05,251100.82612310522,0,0,0,0.016624314870662467,17955.644569494183,0,0,0,48.11451253984483,-0.014964913077500249,-0.2127095404584723,1,8.0,8.815502649044973,53.01920159406372
24054,25311,0.13745012050096797,0.4758800521512386,15.0,0,0.000357929727208032,96431.64306300854,0,0,0,0.0011331490533602615,68309.52653281763,0,0,0,1.0554119867185692e-05,236821.21186289846,0,0,0,0.015425309618021302,20233.202092259176,0,0,0,59.262771127177906,-0.35619761266194083,-0.41059624942469025,1,15.0,10.094010960293732,39.879937419674164
24055,13904,0.09651898734177215,0.5340909090909091,4.0,0,0.001422799918838748,20247.068343381983,0,0,0,0.0058428104191527675,20833.460939995723,0,0,0,3.942928327973507e-05,38834.18792024803,0,0,0,0.070772914743033,11964.731096392095,0,0,0,28.768699654775602,-1.537327286966495,1.7283797734029365,1,4.0,7.295097218739761,52.46761520957828
24034,7534,0.14507565702150252,0.4964162463498805,7.0,0,0.00034074659996563447,66484.6717674469,0,0,0,0.0009721680382011662,48690.893323649536,0,0,0,9.866470373593245e-06,268539.9111049794,0,0,0,0.014531946308589479,32220.940328318222,0,0,0,92.91213166976374,-0.13615123789225173,0.3440125864588308,1,7.0,5.603487849440864,74.37600012531013
24014,7897,0.182854248448778,0.4604280106369507,7.0,0,0.00035717836573057044,82007.87965948289,0,0,0,0.0010983949238176345,53887.79234652882,0,0,0,1.043035358057931e-05,243648.20604869837,0,0,0,0.0177528545739534,7699.731596020539,0,0,22,88.64125617323035,0.9540070827834567,-0.9783863154093455,1,7.0,7.530560252010266,95.3597600609126
24033,5506,0.1647293861242281,0.464220849981838,2.0,0,0.0005299733945738866,74767.47470138864,0,0,0,0.0012489613950341905,69047.44464976463,0,0,0,3.6595675875217e-05,63307.98771313927,0,0,0,0.013048439031224159,63695.160671238875,0,0,0,36.32401017072285,0.43098680257406524,-0.8390172553462167,1,2.0,3.310304899341617,60.121774415939306
24001,10029,0.13889719812543624,0.500648120450693,7.0,0,0.0010751033236148352,26883.244750903737,0,0,0,0.003408615376787053,41746.2905115601,0,0,0,4.5814185807688794e-05,45382.491041548354,0,0,0,0.03470974212444725,37075.733201337905,0,0,0,69.79758699770665,-0.31444000197879696,0.49951411502495996,1,7.0,9.119045227076398,90.92676465326944
24051,7803,0.16673074458541587,0.4816096373189799,15.0,0,0.0009977797646709987,19961.573724140955,0,0,0,0.0026739931745576777,57787.81557438032,0,0,0,4.0480878354735366e-05,65577.11158785677,0,0,0,0.030139246687776115,12901.50689100748,0,0,0,192.23375624759709,0.4887390240489864,-0.20006086240489515,1,15.0,11.995645471741291,153.73119917648708
24032,20722,0.13420519254898175,0.5082520992182222,18.0,0,0.0011474154951700583,10940.409091116182,0,0,0,0.003839830519544308,39064.88923464286,0,0,0,2.603332873607915e-05,67683.78581889758,0,0,0,0.03725759653941292,21706.13681575112,0,0,0,86.86420229707556,-0.44983491022134536,0.7789246771936665,1,18.0,26.26529161385825,126.750755785437
